23 40,128 52,127 48,151 59,151
31 54,127 66,127 61,151 73,151
23 68,126 82,126 74,151 88,151
0 88,125 104,124 94,151 108,151
1 105,124 121,124 109,151 124,150
1 122,123 139,123 125,150 141,150
4 141,122 158,122 143,150 158,150
plate 35,118 163,109 48,157 163,157
26 277,439 301,442 263,496 289,497
15 303,442 324,445 291,497 315,498
22 326,445 346,448 318,498 339,498
8 355,449 373,451 348,499 368,499
0 374,451 391,454 370,500 388,500
7 393,454 408,456 390,500 407,501
4 410,456 424,458 408,501 424,501
plate 280,419 428,443 256,514 428,515
