31 190,277 204,275 201,301 214,300
12 205,275 221,272 216,300 231,300
25 223,272 240,270 233,300 250,299
0 250,268 271,265 259,299 280,298
9 274,265 300,261 282,298 307,297
2 303,261 334,257 310,297 339,296
6 338,256 376,251 343,296 378,295
plate 184,266 387,228 202,307 388,306
25 50,50 58,49 58,64 65,64
28 59,49 68,48 66,63 75,63
10 70,48 80,46 76,63 86,63
7 84,46 97,44 91,63 102,62
1 98,44 112,42 103,62 116,62
6 114,42 131,40 119,62 134,61
2 133,40 153,37 136,61 154,61
plate 46,44 158,25 59,67 159,67
