14 63,63 91,68 72,123 98,124
27 94,68 119,72 100,124 124,125
21 121,72 143,75 126,125 147,126
1 152,76 172,79 155,126 174,127
4 173,80 191,82 176,127 193,128
9 193,82 209,85 194,128 210,128
3 211,85 225,87 211,128 226,129
plate 57,39 229,72 70,137 229,138
12 91,464 113,467 100,510 120,510
22 115,467 136,470 122,510 141,511
26 137,470 156,472 142,511 160,511
9 164,473 180,475 167,512 182,512
5 182,475 196,477 184,512 198,512
2 198,477 213,478 200,513 213,513
8 213,478 227,480 214,513 227,513
plate 84,444 230,467 99,521 230,522
