18 76,246 92,245 88,272 103,272
22 93,245 110,243 104,272 120,272
15 111,243 129,242 121,272 138,272
6 137,242 156,240 145,272 163,271
6 158,240 178,239 165,271 183,271
5 180,239 202,237 185,271 205,271
9 204,237 228,235 207,271 229,270
plate 69,233 235,218 90,279 235,279
15 265,413 277,413 275,437 286,437
16 279,413 292,412 288,437 300,437
20 294,412 308,411 302,437 315,437
2 315,411 330,410 321,436 336,436
5 331,410 348,409 337,436 352,436
2 349,409 366,408 353,436 368,436
4 368,408 385,407 371,436 386,436
plate 259,403 390,395 275,443 391,443
