24 60,357 86,359 70,411 94,411
12 88,360 112,362 96,411 119,412
27 115,362 137,364 121,412 142,412
8 146,365 166,367 150,413 169,413
2 168,367 186,369 171,413 189,413
1 188,369 206,371 190,414 207,414
4 208,371 224,373 209,414 224,414
plate 53,335 228,357 69,423 228,424
11 123,196 143,195 117,238 138,238
23 145,195 165,194 140,238 161,238
30 167,194 188,193 163,238 184,237
5 198,193 219,192 195,237 217,237
6 221,192 244,191 219,237 242,237
5 246,191 268,190 244,237 267,237
9 271,190 294,190 270,237 294,236
plate 123,179 301,171 114,250 301,250
