17 66,166 88,165 73,208 94,208
25 90,164 113,163 96,208 119,208
22 115,163 139,162 121,208 143,208
0 150,162 176,160 154,207 179,207
1 178,160 204,159 181,207 207,207
5 207,159 235,157 210,207 236,207
4 237,157 266,156 239,206 266,206
plate 61,148 274,134 72,220 274,219
17 313,167 331,166 297,208 317,208
29 333,166 352,165 319,208 339,208
28 353,165 372,164 341,208 361,207
8 381,163 401,162 371,207 393,207
3 403,162 424,161 395,207 418,207
0 425,161 446,160 420,207 443,206
0 449,160 471,159 446,206 470,206
plate 317,152 477,142 291,221 476,221
