14 23,94 61,99 38,171 72,172
13 65,99 98,104 76,172 107,173
10 101,104 132,108 110,173 138,174
0 145,109 172,112 151,174 177,175
0 175,113 200,116 180,175 203,176
6 202,116 225,119 205,176 227,177
0 228,119 249,122 229,177 250,177
plate 12,60 255,99 37,190 255,191
32 197,304 209,305 202,330 214,331
22 210,305 223,306 215,331 227,331
25 225,306 236,307 228,331 239,331
1 242,307 252,308 244,331 254,331
5 253,308 265,308 255,331 266,331
5 266,308 275,309 267,331 276,331
6 276,309 287,310 277,331 287,332
plate 193,294 288,301 202,336 289,336
