19 87,360 94,359 81,375 88,374
21 94,359 102,358 88,374 96,374
15 103,358 112,356 97,374 106,374
1 116,355 126,354 110,373 121,373
1 127,354 139,352 122,373 134,372
0 141,351 155,349 137,372 152,371
4 156,349 172,346 153,371 171,370
plate 89,355 177,337 78,379 176,378
23 101,165 115,164 110,192 124,192
30 117,164 132,162 125,192 141,192
13 134,162 151,160 142,192 159,191
4 159,159 179,158 166,191 185,191
5 181,157 203,155 187,191 208,190
4 205,155 230,152 210,190 233,190
7 233,152 260,149 236,190 261,189
plate 95,155 268,132 111,199 268,198
