15 41,313 71,316 53,372 81,373
19 73,317 100,320 83,373 108,373
13 103,320 128,323 111,373 134,374
7 138,324 160,326 143,374 164,375
9 162,326 183,329 166,375 185,375
6 185,329 204,331 187,375 205,376
8 206,331 223,333 207,376 224,376
plate 32,287 227,315 54,387 227,388
19 78,97 107,100 86,155 113,156
21 109,100 136,103 115,156 140,157
32 138,104 162,106 143,157 166,158
8 172,108 193,110 175,158 196,159
3 195,110 215,112 198,159 217,159
7 217,113 236,115 219,159 236,160
7 237,115 254,117 238,160 255,160
plate 72,72 258,100 85,171 259,172
