20 65,141 77,143 68,166 79,167
29 79,143 90,144 81,167 91,167
32 90,144 100,146 91,167 101,167
2 105,146 114,147 106,167 114,168
2 115,147 122,148 115,168 123,168
0 123,148 131,149 123,168 131,168
8 132,149 138,150 132,168 138,168
plate 63,130 140,142 67,173 140,173
17 376,202 388,201 384,224 395,224
33 389,201 403,200 396,224 409,224
21 404,200 418,198 410,224 424,224
6 425,198 441,196 431,223 446,223
5 443,196 460,194 448,223 464,223
6 463,194 483,192 466,223 485,222
0 484,192 507,190 487,222 508,222
plate 371,193 514,175 384,230 514,230
