31 68,373 87,372 77,410 96,410
25 89,372 111,370 98,410 119,410
17 113,370 135,368 120,410 142,409
0 146,367 172,365 153,409 178,409
5 174,365 201,363 180,409 205,408
5 205,362 234,360 209,408 237,407
1 237,360 269,357 239,407 270,407
plate 61,358 279,335 77,420 279,420
29 161,115 173,112 148,141 161,140
27 174,112 188,110 162,140 176,139
18 189,110 205,107 177,139 193,139
6 213,105 231,102 201,138 221,137
6 233,102 256,98 223,137 247,136
0 258,97 284,93 249,136 277,134
4 287,92 319,87 282,134 317,132
plate 165,105 329,69 143,149 327,147
