13 50,379 69,377 41,421 61,421
14 71,377 92,375 63,421 85,420
22 94,375 116,373 87,420 110,420
5 127,372 151,370 121,420 146,419
6 154,370 180,368 149,419 176,418
6 182,368 210,365 178,418 208,418
0 214,365 244,363 211,418 243,417
plate 51,363 252,341 36,434 252,433
13 261,97 279,99 267,133 283,133
17 280,100 296,102 284,133 299,134
18 298,102 312,104 301,134 315,134
6 318,105 330,106 320,135 332,135
3 331,106 342,108 333,135 343,135
5 344,108 355,109 345,135 355,136
4 355,110 365,111 356,136 365,136
plate 257,81 367,101 267,142 367,143
