12 25,134 53,136 35,190 62,190
28 56,136 83,137 64,190 90,190
14 85,137 110,139 92,190 116,191
0 122,140 146,141 127,191 149,191
0 148,141 171,142 151,191 173,192
7 173,143 194,144 175,192 196,192
1 197,144 218,145 198,192 218,192
plate 18,109 223,125 35,204 223,205
32 96,388 108,387 100,410 111,410
23 109,387 120,387 112,410 124,410
20 122,387 135,386 125,410 137,410
1 140,386 152,386 142,410 154,409
2 153,386 166,385 155,409 168,409
6 169,385 182,385 170,409 183,409
0 183,385 197,384 184,409 197,409
plate 94,378 200,374 100,416 200,416
