21 68,150 82,148 60,180 75,179
13 83,148 99,145 76,179 93,178
30 101,145 118,143 94,178 112,178
3 127,142 147,139 121,177 142,177
1 149,139 173,136 144,177 168,176
9 175,135 200,132 171,176 198,175
1 204,131 234,127 202,174 233,173
plate 69,138 243,109 57,188 242,187
12 416,468 420,467 410,478 414,478
17 421,467 426,466 415,478 420,478
29 426,466 432,465 420,478 426,477
4 435,465 442,463 429,477 437,477
2 443,463 451,462 438,477 446,476
9 452,462 462,460 448,476 459,475
3 463,459 475,457 461,475 474,475
plate 418,465 480,450 408,481 479,480
