12 254,262 267,260 241,292 255,292
24 268,260 282,259 257,292 272,291
12 284,258 299,257 273,291 289,291
6 305,256 322,254 297,291 315,290
4 324,254 342,252 317,290 336,290
6 344,252 364,250 339,289 360,289
7 366,250 388,248 363,289 387,288
plate 256,252 394,234 237,300 393,299
31 74,26 87,25 61,56 76,55
18 88,25 102,24 77,55 92,55
14 103,24 117,23 92,55 108,55
7 124,22 139,21 116,55 132,54
9 141,21 157,20 134,54 151,54
2 159,20 175,19 154,54 172,53
6 177,18 195,17 174,53 194,53
plate 77,15 200,4 56,65 200,65
