30 19,211 40,209 38,248 58,247
11 43,209 65,207 60,247 81,247
15 67,207 92,205 83,247 106,246
9 104,203 132,201 118,246 144,246
3 135,201 166,198 147,246 175,245
3 169,198 203,195 178,245 209,244
5 207,194 246,191 213,244 248,244
plate 9,195 257,165 40,257 258,256
30 82,379 105,383 78,431 102,432
27 106,383 127,386 103,432 125,433
18 128,386 147,389 126,433 146,433
9 155,390 171,393 154,434 170,434
1 173,393 187,395 172,434 186,435
1 189,395 202,397 188,435 201,436
8 203,398 215,400 203,436 215,436
plate 81,358 219,385 74,446 219,447
