28 60,342 82,341 48,391 71,390
26 84,341 107,340 73,390 97,390
33 108,340 131,339 99,390 123,390
3 142,338 166,337 134,390 160,389
8 169,337 194,336 163,389 189,389
5 196,336 221,335 191,389 218,389
1 224,334 251,333 222,388 250,388
plate 63,324 258,313 42,405 258,404
31 194,271 206,269 180,297 192,296
21 207,269 221,266 193,296 207,295
24 222,266 237,262 208,295 224,294
3 245,261 265,257 232,294 253,293
8 267,257 291,252 255,293 280,291
1 294,251 323,246 283,291 315,289
8 326,245 362,238 318,289 359,287
plate 198,262 374,219 174,305 373,303
