15 161,416 192,420 171,478 199,479
15 195,421 222,424 202,479 228,480
27 224,425 249,428 230,480 253,481
6 259,429 280,432 263,481 283,482
3 282,432 302,435 285,482 304,482
5 304,435 322,438 306,482 323,483
3 324,438 340,440 325,483 341,484
plate 154,389 344,423 171,494 344,495
24 87,223 96,222 77,245 86,244
18 97,222 106,221 88,244 98,244
32 108,221 119,220 99,244 111,244
3 124,219 136,218 116,244 130,243
1 137,218 150,216 131,243 145,243
3 151,216 165,215 146,243 162,242
9 167,215 182,213 164,242 181,242
plate 89,216 187,203 72,252 186,251
