26 49,378 72,382 41,430 66,431
14 73,382 93,385 67,431 89,432
17 94,385 113,388 90,432 109,433
9 120,390 135,392 117,433 133,434
8 137,393 150,395 135,434 149,435
0 152,395 164,397 151,435 164,435
3 166,397 177,399 165,436 177,436
plate 50,357 180,386 36,446 180,447
33 237,449 255,448 230,487 248,486
24 256,448 274,447 250,486 269,486
31 276,447 295,446 271,486 290,486
1 303,446 323,445 299,486 320,485
7 325,445 346,444 322,485 343,485
4 348,444 369,443 345,485 368,485
1 371,443 393,442 370,485 393,485
plate 238,435 399,426 226,498 399,497
