26 32,399 65,402 40,468 72,469
11 68,403 99,406 74,469 104,470
16 101,407 129,410 106,470 133,471
5 141,411 166,414 144,471 169,472
2 168,415 191,417 170,472 192,473
3 193,418 214,420 195,473 215,473
9 216,420 235,423 217,474 235,474
plate 25,369 241,402 38,487 241,488
29 128,328 141,326 114,356 128,356
19 142,326 156,324 129,356 144,355
16 158,324 173,322 145,355 162,355
1 180,321 198,318 169,354 188,353
1 200,318 220,315 190,353 212,352
0 222,315 245,312 215,352 240,351
1 247,311 274,308 243,351 272,350
plate 132,318 281,293 109,365 280,364
