31 79,203 97,204 67,244 87,244
18 98,204 115,205 88,244 107,244
21 116,205 133,205 108,244 126,244
7 140,206 155,207 134,244 150,245
3 157,207 171,207 152,245 168,245
9 173,208 187,208 170,245 185,245
3 189,208 202,209 187,245 202,245
plate 81,188 206,196 62,256 206,257
12 176,335 183,334 173,350 180,350
17 184,334 192,334 181,350 189,350
14 192,334 199,333 189,350 197,350
9 203,333 211,333 201,350 210,349
2 212,333 220,332 211,349 219,349
3 221,332 230,332 220,349 230,349
1 232,332 240,331 231,349 240,349
plate 176,329 243,323 171,354 243,354
