16 85,147 98,146 93,171 105,171
19 99,146 114,145 107,171 121,171
10 115,145 130,143 122,171 136,171
7 137,143 153,142 143,171 158,170
2 156,142 173,140 160,170 176,170
6 175,140 195,139 179,170 197,170
3 196,139 218,137 198,170 218,169
plate 80,136 223,122 93,178 224,177
14 205,344 228,343 221,384 242,384
29 230,343 254,342 244,384 266,384
15 256,342 279,341 268,384 290,384
7 291,341 315,340 301,383 323,383
7 318,340 344,339 325,383 350,383
9 346,339 372,338 352,383 376,383
5 376,338 403,337 379,383 404,383
plate 196,325 410,315 223,394 411,394
