32 73,63 82,62 83,80 92,80
26 84,62 94,61 94,80 103,80
23 96,61 109,59 105,80 117,79
0 114,59 129,57 122,79 136,79
0 130,57 147,55 137,79 153,79
6 148,55 168,53 154,79 171,78
6 171,52 192,50 174,78 193,78
plate 68,56 198,36 84,85 199,84
30 256,395 271,396 261,429 276,429
16 273,396 288,397 278,429 292,429
25 291,397 306,398 294,429 309,429
1 313,398 327,399 315,429 329,430
6 328,399 343,400 330,430 344,430
3 344,400 357,400 345,430 358,430
0 359,400 371,401 360,430 372,430
plate 251,382 375,390 260,438 375,438
