20 64,454 94,457 77,512 105,512
21 97,457 124,460 107,512 132,513
28 126,460 151,463 134,513 158,514
7 161,464 184,466 167,514 188,514
6 186,466 207,469 190,515 210,515
8 209,469 228,471 211,515 230,516
8 230,471 248,473 231,516 248,516
plate 55,428 252,455 78,526 252,527
21 146,29 157,28 142,54 154,54
23 159,28 170,28 156,54 168,54
19 172,27 185,27 169,54 183,54
2 191,27 204,26 188,54 202,54
9 205,26 219,25 203,53 218,53
0 220,25 234,25 219,53 233,53
3 236,25 250,24 236,53 250,53
plate 145,19 254,13 140,62 254,61
