27 39,375 65,374 52,424 77,424
17 68,374 94,373 80,424 105,424
10 96,373 123,372 107,424 132,423
3 136,372 164,371 144,423 171,423
9 167,371 196,370 174,423 201,423
1 198,370 228,369 203,423 231,423
9 232,369 262,368 234,423 263,423
plate 30,353 270,344 53,436 271,436
15 222,220 241,223 218,267 238,268
21 244,224 262,226 241,268 260,269
19 264,227 280,229 261,269 279,270
9 287,230 301,232 286,270 300,270
3 303,233 316,234 302,270 315,271
3 317,235 330,237 317,271 329,271
8 330,237 342,238 330,272 342,272
plate 221,202 345,226 215,280 344,281
