17 83,8 93,7 90,26 99,25
20 94,7 105,5 101,25 112,25
30 106,5 119,3 112,25 125,25
6 125,2 140,0 131,24 145,24
2 142,0 159,-1 147,24 164,23
8 162,-2 184,-5 166,23 187,23
5 185,-5 212,-8 188,23 213,22
plate 79,1 219,-24 91,30 220,30
30 285,53 305,55 279,98 300,99
23 307,55 326,57 301,99 321,99
30 327,57 345,59 322,99 341,99
1 352,59 368,61 349,100 366,100
2 370,61 385,62 368,100 383,100
5 386,62 400,63 385,100 400,101
4 402,63 415,65 401,101 415,101
plate 285,36 419,51 274,111 419,112
