24 80,359 86,358 82,371 88,371
29 86,358 94,357 89,371 96,371
14 95,357 102,356 97,371 105,370
7 107,355 116,354 109,370 118,370
5 117,354 130,352 119,370 131,369
7 131,352 144,350 132,369 145,369
0 146,350 163,347 147,369 164,368
plate 78,355 167,338 82,374 167,373
23 289,414 304,412 275,446 290,445
18 305,412 321,410 292,445 308,444
13 322,410 339,407 310,444 327,444
2 348,406 367,404 337,443 357,443
1 369,403 391,401 359,443 384,442
8 393,400 417,397 386,442 412,441
0 420,397 448,393 416,440 446,439
plate 293,402 456,376 270,455 455,454
