30 87,355 96,354 82,375 91,374
33 97,354 108,352 92,374 103,374
25 108,352 120,350 104,374 116,373
4 126,349 139,347 122,373 135,373
3 141,347 157,345 137,373 153,372
8 159,344 178,341 156,372 176,371
5 179,341 202,338 177,371 201,370
plate 88,348 208,325 79,380 208,379
12 299,360 320,362 293,409 315,409
29 322,362 342,363 317,409 338,410
13 344,363 363,364 340,410 360,410
2 371,365 389,366 368,410 387,410
7 390,366 408,367 389,410 406,411
4 409,368 426,369 408,411 425,411
3 428,369 443,370 427,411 443,411
plate 298,343 447,356 290,421 447,422
