10 222,257 229,255 212,273 219,273
22 230,255 239,253 220,273 229,272
26 240,253 250,251 230,272 240,272
8 255,250 267,247 245,271 258,271
6 268,247 283,244 260,270 275,269
5 285,244 304,240 278,269 299,268
2 305,240 330,235 300,268 328,266
plate 225,251 337,223 208,278 336,277
11 56,354 74,352 67,389 85,389
11 76,352 97,350 87,389 107,388
29 99,350 121,348 109,388 130,388
8 132,347 158,345 140,387 165,387
7 160,345 188,342 167,387 193,386
0 191,342 222,339 197,386 226,386
8 225,339 259,335 228,385 260,385
plate 49,340 269,313 68,398 270,397
