26 53,189 72,188 61,225 79,225
21 73,188 94,186 81,225 101,224
23 96,185 118,184 103,224 124,224
1 129,183 154,180 135,224 159,223
7 157,180 184,178 162,223 188,222
7 187,177 217,175 191,222 219,222
7 220,174 252,171 222,222 253,221
plate 47,175 262,149 61,235 263,234
32 223,61 246,64 214,116 238,116
16 248,64 268,67 240,117 262,117
14 270,67 289,69 264,117 284,118
5 296,70 313,73 292,118 310,119
4 315,73 331,75 312,119 329,119
1 332,75 347,77 330,119 346,120
0 348,77 362,79 347,120 362,121
plate 224,42 366,65 208,130 365,131
