8 192,219 202,218 186,241 197,241
3 204,218 214,217 199,241 210,241
8 215,217 227,216 211,241 224,240
9 228,216 240,215 225,240 238,240
25 247,215 260,214 245,240 259,240
14 262,214 276,213 261,240 276,239
plate 192,211 279,203 183,249 279,248
4 167,312 191,315 160,368 186,369
3 195,316 215,319 190,369 212,370
5 218,320 238,323 215,370 235,371
9 240,323 258,326 237,371 256,372
24 266,327 282,329 265,372 281,373
19 283,329 298,332 283,373 298,373
plate 167,291 300,317 156,384 300,385
