24 371,452 378,451 376,467 384,467
24 379,451 389,450 385,467 394,467
23 390,450 399,450 394,467 403,467
5 404,449 414,448 408,467 418,466
5 416,448 428,447 419,466 431,466
7 430,447 442,446 432,466 444,466
2 444,446 459,444 445,466 460,466
plate 368,446 462,435 377,470 463,470
11 105,439 130,440 113,489 137,489
16 132,441 157,442 139,489 163,489
11 159,442 182,443 165,489 187,490
0 192,443 214,444 196,490 217,490
8 216,444 238,445 219,490 240,490
2 240,446 260,447 242,490 261,490
0 262,447 282,448 263,490 282,491
plate 98,418 287,430 113,502 287,502
