21 27,201 63,206 43,275 76,276
22 66,206 100,211 78,276 109,277
24 102,211 131,215 112,277 139,278
3 144,217 170,220 150,279 175,279
3 172,221 195,224 177,279 198,280
5 198,224 219,227 201,280 220,281
7 221,227 240,230 222,281 240,282
plate 16,168 245,209 42,294 245,295
15 103,83 121,81 88,125 107,124
25 124,81 143,79 110,124 131,124
33 145,79 166,77 132,124 155,123
2 176,76 200,74 166,123 191,122
1 202,73 227,71 194,122 221,122
1 229,71 256,68 223,122 252,121
0 260,68 289,65 256,121 288,120
plate 106,68 297,45 81,138 297,137
