12 80,379 94,377 72,408 85,407
23 95,377 110,375 87,407 102,406
19 112,374 128,372 104,406 121,406
2 137,371 157,368 130,405 150,404
2 159,367 182,364 152,404 177,403
4 184,364 210,360 179,403 207,402
5 214,359 244,355 211,402 243,401
plate 82,368 254,336 68,416 253,414
12 313,345 345,349 326,408 355,409
23 347,350 376,354 358,409 384,410
25 378,354 404,357 386,410 409,411
8 414,359 436,362 419,411 440,412
8 438,362 458,365 441,412 460,413
9 460,365 478,368 462,413 479,413
6 480,368 496,370 481,413 497,414
plate 304,317 500,353 326,424 500,425
