33 97,185 113,184 80,223 96,222
27 114,183 132,181 98,222 117,222
21 134,181 152,179 119,222 139,221
6 161,178 183,176 148,221 172,220
1 185,176 207,173 174,220 199,219
4 210,173 235,170 202,219 230,218
1 237,170 264,167 232,218 263,217
plate 101,173 273,149 72,235 272,233
26 64,328 95,333 58,398 90,399
13 98,333 125,338 93,399 121,400
21 127,339 150,343 123,401 147,402
1 161,345 180,348 158,402 179,403
2 182,348 201,352 181,403 200,404
7 203,352 219,355 202,404 219,405
6 221,355 236,358 221,405 236,406
plate 64,300 240,340 53,418 240,419
