15 66,116 91,121 60,176 86,178
17 94,121 116,125 89,178 112,179
12 118,125 138,129 114,179 135,180
5 145,130 162,133 143,180 161,181
5 164,133 180,136 162,181 179,181
9 181,136 196,139 180,182 195,182
4 197,139 210,141 196,182 210,183
plate 66,95 213,127 56,192 213,193
17 311,382 328,381 323,413 339,413
21 330,380 348,379 341,413 358,413
31 350,379 369,378 360,413 378,412
8 377,377 398,376 385,412 405,412
8 400,376 422,374 407,412 427,412
9 424,374 448,373 429,412 451,411
8 450,373 476,371 453,411 477,411
plate 305,369 482,354 324,420 483,420
