15 288,457 310,460 277,511 301,512
29 312,460 332,463 303,512 325,513
18 334,463 352,465 327,513 347,514
8 360,466 377,468 355,514 373,514
9 378,469 394,470 375,514 392,515
3 396,471 410,472 393,515 409,515
1 412,473 425,474 411,516 425,516
plate 289,439 429,461 272,526 429,527
32 70,116 85,114 63,149 79,149
13 87,114 105,111 80,149 98,148
27 106,111 125,109 100,148 119,147
2 135,108 158,105 129,147 153,146
0 160,105 184,101 155,146 180,145
0 188,101 215,98 184,145 213,144
8 218,97 250,93 216,144 249,143
plate 70,104 260,74 59,159 259,158
