18 327,256 334,256 330,269 337,269
19 335,256 343,255 337,269 345,269
16 343,255 351,254 345,269 353,268
3 355,254 364,253 356,268 365,268
2 365,253 374,252 366,268 375,268
3 375,252 386,251 376,268 387,268
1 387,251 398,250 388,268 398,267
plate 326,251 402,241 330,272 403,272
31 63,327 78,326 75,352 90,352
17 79,326 95,324 90,352 106,352
29 96,324 114,323 107,352 123,351
9 122,322 140,321 131,351 148,351
6 143,321 163,319 150,351 168,351
8 165,319 187,317 171,351 191,350
0 190,317 214,315 193,350 215,350
plate 56,315 221,297 77,359 222,358
