28 81,177 88,176 84,191 91,191
18 89,176 97,176 92,191 100,190
30 97,176 106,175 100,190 108,190
7 110,175 119,174 112,190 121,190
9 120,174 129,174 122,190 130,190
5 130,174 141,173 131,190 142,190
4 142,173 152,172 143,190 153,190
plate 79,171 156,163 84,194 156,194
29 311,31 329,30 304,69 322,68
22 330,30 348,29 324,68 343,68
32 350,29 369,28 345,68 364,68
3 377,28 397,27 373,68 394,67
7 399,27 420,26 396,67 417,67
8 422,26 443,25 419,67 442,67
0 445,25 467,24 444,67 467,67
plate 312,17 473,8 300,80 473,79
