22 53,425 80,429 62,482 87,483
10 82,429 107,432 89,483 112,484
24 109,432 131,435 115,484 136,485
1 140,436 160,439 144,485 163,485
5 162,439 180,441 164,485 182,486
1 182,441 199,443 183,486 199,486
0 200,444 216,445 201,486 216,487
plate 46,402 219,430 61,495 220,496
10 383,240 391,239 379,257 387,256
30 391,239 400,238 388,256 396,256
11 401,238 411,237 398,256 408,255
5 415,236 426,235 412,255 423,255
1 427,235 439,233 424,255 437,254
1 441,233 455,231 439,254 454,254
3 456,231 472,229 455,254 472,253
plate 384,234 476,219 377,261 476,261
