32 32,179 65,185 15,260 51,262
27 68,185 97,191 55,262 87,264
19 99,191 124,196 89,264 117,265
4 135,198 157,203 129,266 152,267
6 159,203 179,207 155,267 177,268
5 181,207 199,211 178,268 197,269
2 201,211 217,214 200,269 217,270
plate 35,149 222,194 6,285 222,287
12 369,449 386,451 376,484 392,484
28 388,451 404,453 393,484 408,484
12 406,453 420,455 410,485 424,485
0 426,455 439,457 429,485 441,485
0 440,457 451,458 442,485 453,486
8 453,459 464,460 455,486 465,486
2 465,460 475,461 466,486 475,486
plate 364,433 477,451 377,492 477,493
