28 56,445 79,447 50,498 75,498
33 82,447 104,449 77,499 100,499
18 106,449 127,451 102,499 124,500
1 136,452 156,453 134,500 154,500
6 158,453 177,455 156,500 175,501
5 178,455 196,457 177,501 195,501
7 198,457 215,458 197,501 214,501
plate 56,425 219,442 46,513 218,514
31 168,235 198,240 160,304 192,305
21 200,241 227,245 194,306 222,307
26 229,246 252,250 224,307 248,308
9 262,251 282,255 259,308 280,309
6 284,255 302,258 281,309 301,310
1 304,258 320,261 303,310 319,311
3 322,262 337,264 322,311 337,312
plate 169,209 341,246 155,324 341,326
