32 46,434 71,435 51,483 75,483
10 73,435 96,436 77,483 100,483
16 99,436 121,437 102,483 124,484
5 131,438 152,439 133,484 154,484
8 154,439 175,440 156,484 177,484
0 177,440 198,441 178,484 198,484
9 199,441 219,442 200,485 219,485
plate 42,414 224,424 50,496 224,496
24 278,344 286,343 284,356 292,356
33 287,343 295,342 292,356 300,356
33 295,342 303,342 300,356 308,356
5 307,341 317,341 312,356 321,355
6 318,340 328,340 322,355 331,355
1 329,340 341,339 332,355 343,355
7 342,339 353,338 344,355 354,355
plate 274,338 358,328 285,359 358,359
