10 99,342 114,340 104,371 119,370
15 115,340 133,338 120,370 137,370
32 134,338 153,336 139,370 157,369
6 162,334 184,332 167,369 188,368
7 186,332 212,328 190,368 215,367
2 214,328 243,325 217,367 245,366
3 247,324 280,320 249,366 281,365
plate 95,331 290,299 104,378 290,377
20 244,107 261,106 254,138 271,138
27 263,105 282,104 272,138 290,137
29 283,104 303,102 292,137 311,137
7 312,101 334,100 319,137 340,136
5 337,100 361,98 342,136 365,136
2 363,97 389,95 367,136 392,135
7 392,95 421,93 395,135 421,135
plate 239,94 428,74 255,146 428,145
