12 98,173 112,171 93,200 107,200
11 113,171 129,168 108,200 124,199
30 130,168 147,166 125,199 142,199
8 156,164 176,161 151,198 172,197
5 178,161 202,158 174,197 198,196
7 204,157 231,153 201,196 228,195
5 235,153 266,148 232,195 266,194
plate 99,162 276,129 90,208 276,207
23 28,336 63,339 41,407 74,408
15 67,340 99,342 77,408 108,408
14 101,343 132,345 110,409 138,409
0 145,347 172,349 151,409 177,410
7 175,349 201,352 180,410 204,411
2 203,352 227,354 206,411 229,411
4 230,354 253,356 231,411 253,412
plate 18,305 258,333 41,425 259,426
