23 51,216 70,214 43,256 61,255
32 72,213 92,211 64,255 84,254
11 93,211 115,209 86,254 108,254
3 125,208 150,206 119,253 144,253
1 152,205 179,203 147,253 175,252
4 181,202 210,199 177,252 207,251
1 213,199 245,196 211,251 244,250
plate 53,201 254,175 38,267 254,266
11 198,303 216,302 203,338 221,337
15 218,302 237,301 222,337 241,337
28 239,301 259,299 243,337 262,337
2 268,299 289,297 271,336 292,336
2 292,297 314,296 294,336 316,336
6 317,296 341,294 319,336 342,335
8 343,294 369,293 345,335 370,335
plate 194,289 375,275 203,347 376,346
