31 53,315 79,317 48,373 75,374
29 82,317 107,319 77,374 103,374
13 109,320 131,321 105,374 128,375
6 142,322 163,324 140,375 161,376
7 165,324 185,326 163,376 184,376
0 187,326 206,328 186,376 205,377
6 208,328 226,329 208,377 226,377
plate 53,292 231,311 44,390 231,391
30 65,436 90,437 77,484 101,484
23 92,437 117,438 103,484 126,485
11 119,438 143,439 128,485 150,485
0 153,439 176,440 159,485 181,485
1 178,440 200,441 183,485 204,485
5 202,441 224,442 206,485 226,486
5 226,442 247,443 228,486 247,486
plate 57,415 252,425 78,497 252,497
