12 56,84 92,89 62,162 97,163
15 96,89 129,94 101,164 132,165
17 131,94 160,98 135,165 163,166
2 173,100 199,104 176,166 201,167
8 202,104 226,107 204,167 227,168
9 227,108 249,111 228,168 250,169
6 251,111 271,114 252,169 271,169
plate 49,50 276,92 59,183 276,184
21 83,461 99,462 88,496 103,496
16 102,462 117,463 106,497 120,497
13 119,464 135,465 122,497 137,497
1 141,465 156,466 144,497 158,497
3 157,466 171,467 159,497 172,498
6 172,467 185,468 173,498 186,498
3 187,468 199,469 187,498 199,498
plate 79,447 202,458 87,505 202,506
