32 173,118 204,120 188,177 216,177
14 207,120 236,122 219,177 245,178
33 238,123 264,125 247,178 271,178
9 276,126 300,127 283,179 305,179
4 302,128 326,129 307,179 329,179
2 328,130 349,131 331,179 351,180
7 352,132 371,133 353,180 372,180
plate 164,91 377,113 189,192 377,192
19 40,444 70,449 28,518 60,519
14 72,450 100,454 63,520 93,521
26 102,455 126,459 95,521 121,522
7 137,461 159,465 132,523 155,524
2 160,465 179,468 157,524 177,525
9 182,469 199,472 180,525 198,526
8 200,472 216,475 199,526 216,526
plate 41,417 221,456 20,540 221,542
