32 76,371 98,374 68,422 92,423
31 99,375 119,378 93,423 115,424
24 120,378 139,381 116,424 135,425
9 146,382 161,384 143,425 159,426
7 163,384 177,387 161,426 175,426
3 178,387 191,389 177,426 190,427
8 192,389 204,391 192,427 204,427
plate 77,351 207,377 63,437 207,438
31 379,203 387,202 370,223 378,223
10 389,202 398,200 380,223 389,223
25 399,200 410,199 391,222 402,222
3 415,198 427,197 408,222 421,221
5 428,197 441,195 422,221 436,221
6 442,195 457,193 437,221 454,220
3 459,193 474,191 456,220 473,220
plate 381,196 480,181 365,230 479,229
