26 68,446 80,447 74,469 85,469
26 82,447 93,448 86,469 97,469
32 93,448 104,449 97,469 107,470
6 108,449 118,450 111,470 120,470
1 119,450 127,451 121,470 129,470
1 128,451 137,452 130,470 138,470
8 138,452 145,452 138,470 145,470
plate 63,435 148,444 74,475 148,475
26 140,99 150,97 147,117 157,117
21 152,97 163,96 158,117 170,117
16 164,96 177,94 170,116 183,116
2 184,93 199,91 189,116 204,116
2 201,91 218,89 206,115 222,115
1 221,88 242,86 225,115 245,114
0 244,85 270,82 246,114 270,114
plate 136,91 277,67 148,122 277,121
