15 26,403 56,408 10,478 43,479
24 60,408 87,412 47,479 77,480
19 89,412 114,415 79,480 107,481
0 125,417 148,420 119,481 143,482
0 151,420 172,423 146,482 168,483
0 173,423 193,426 170,483 191,484
8 195,426 213,429 193,484 213,485
plate 28,376 218,409 1,500 217,501
14 240,134 274,140 233,214 268,215
29 278,140 308,145 272,215 304,217
25 310,145 337,150 306,217 334,218
2 349,152 373,156 346,218 371,219
9 375,156 397,160 373,220 396,220
3 399,160 418,163 397,221 418,221
1 420,163 439,166 420,221 438,222
plate 239,103 443,146 227,236 443,238
