18 76,90 86,88 66,110 76,110
31 86,88 97,86 77,110 88,109
28 98,86 111,84 89,109 102,109
1 117,83 131,80 108,108 123,108
7 133,80 150,77 125,107 143,107
2 152,77 172,74 145,107 167,105
3 174,73 198,69 170,105 196,104
plate 79,82 206,55 62,117 205,115
28 213,431 230,430 198,470 217,469
18 232,430 250,429 218,469 237,469
22 251,429 270,427 239,469 259,469
6 279,426 298,425 269,468 290,468
7 300,425 322,423 292,468 315,467
5 324,423 345,421 318,467 342,467
4 349,421 372,419 345,467 371,466
plate 217,418 378,403 192,482 378,481
