16 84,276 92,276 91,290 98,290
32 93,276 102,275 99,290 107,290
22 102,275 111,275 107,290 115,290
1 115,274 125,274 119,290 128,289
8 126,274 136,273 130,289 138,289
7 137,273 148,272 139,289 150,289
9 149,272 160,272 151,289 161,289
plate 81,269 164,262 91,293 164,293
14 138,46 145,45 135,60 142,60
18 145,45 153,44 143,60 150,59
12 154,44 162,43 151,59 159,59
9 166,42 175,41 163,59 173,59
7 176,41 187,39 174,58 186,58
8 188,39 200,38 187,58 199,58
7 201,37 216,36 200,58 216,57
plate 139,41 219,28 134,63 219,62
