18 66,270 84,268 60,308 78,308
18 86,268 106,266 81,308 101,307
13 108,266 129,263 102,307 124,307
9 140,262 164,259 135,306 160,306
5 167,259 194,256 163,305 191,305
1 196,256 226,253 193,305 224,304
3 229,252 263,249 228,304 262,303
plate 67,256 272,227 56,319 272,318
30 177,92 210,94 188,158 219,158
15 213,94 244,96 222,158 251,159
32 246,96 275,98 253,159 281,159
2 288,99 316,100 294,159 320,160
8 319,101 345,102 323,160 348,160
2 347,102 372,104 349,160 373,160
2 375,104 399,106 376,160 399,161
plate 169,63 405,83 187,175 405,175
