15 245,125 277,126 263,187 292,187
15 281,126 311,128 296,187 324,187
12 314,128 344,129 326,187 354,188
8 357,129 386,131 366,188 393,188
4 389,131 417,132 396,188 422,188
3 419,132 446,133 424,188 449,188
1 449,133 475,134 451,189 476,189
plate 233,97 482,110 264,202 482,202
32 47,453 58,453 52,473 62,473
17 59,453 70,454 63,473 73,474
13 70,454 80,454 73,474 83,474
4 85,454 94,455 87,474 96,474
5 95,455 104,455 97,474 105,474
7 105,455 114,456 106,474 115,474
9 115,456 123,456 115,474 123,474
plate 43,443 125,448 52,479 126,479
