20 48,143 67,145 43,188 62,188
20 69,146 87,148 65,188 84,189
15 88,148 104,150 85,189 102,190
8 111,151 125,153 109,190 123,190
4 126,153 139,155 125,190 138,191
5 141,155 153,157 140,191 153,191
5 154,157 166,158 154,191 166,192
plate 48,126 169,146 39,200 169,201
19 97,425 112,424 111,452 126,452
19 114,424 131,422 128,451 144,451
21 133,422 152,420 146,451 164,451
4 161,419 183,416 173,450 193,450
9 186,416 211,414 195,450 219,449
4 213,413 242,411 221,449 247,449
3 245,410 278,407 250,449 279,448
plate 89,414 286,386 114,459 287,458
