23 62,375 86,378 50,433 76,434
17 89,379 111,382 79,434 103,435
29 113,382 133,385 105,435 127,436
9 142,386 160,388 136,436 156,437
9 162,389 179,391 158,437 176,438
9 180,391 196,393 178,438 195,438
1 197,393 212,395 196,438 212,439
plate 64,354 215,380 43,451 215,452
16 89,118 103,120 93,149 106,150
11 105,120 119,122 107,150 121,150
23 120,122 131,123 122,150 133,150
2 137,124 147,125 138,151 148,151
0 148,126 158,127 149,151 159,151
5 159,127 167,128 160,151 168,151
7 168,128 177,130 169,152 177,152
plate 86,105 178,121 92,156 178,157
