31 81,437 92,436 75,459 86,459
10 93,436 105,434 86,459 98,458
31 105,434 119,432 99,458 113,458
3 125,431 140,429 120,457 135,457
9 142,428 160,426 137,457 156,456
0 162,426 182,423 158,456 179,455
8 184,422 208,419 182,455 207,454
plate 83,429 216,404 72,466 215,465
32 134,88 157,91 120,143 145,144
20 159,91 180,93 147,144 171,144
22 182,93 202,95 173,144 195,145
4 210,96 228,98 204,145 223,146
6 230,98 247,100 225,146 244,146
4 249,100 265,102 246,146 263,147
8 266,102 281,104 264,147 281,148
plate 137,69 285,89 113,160 285,161
