12 49,72 66,71 54,108 71,108
31 68,71 87,71 73,108 91,108
27 89,71 108,70 93,108 112,108
4 116,70 136,69 119,107 139,107
8 138,69 158,68 141,107 160,107
3 161,68 182,67 163,107 183,107
2 184,67 206,66 185,107 206,107
plate 45,58 212,50 54,116 212,116
31 155,354 173,356 159,394 176,394
25 175,357 191,359 179,394 194,395
14 194,359 210,361 197,395 212,395
2 216,362 230,363 218,396 232,396
8 231,363 245,365 233,396 246,396
7 246,365 258,366 246,396 258,397
3 260,367 270,368 260,397 270,397
plate 150,338 273,357 158,404 273,405
