27 39,51 62,53 29,104 54,104
33 64,53 86,55 56,104 79,105
18 88,55 108,57 81,105 103,105
1 117,58 136,59 112,105 132,106
2 137,59 156,61 134,106 153,106
8 157,61 175,62 155,106 173,107
9 176,62 193,64 175,107 192,107
plate 40,32 196,48 24,119 196,120
26 305,80 321,80 292,118 310,118
27 323,80 340,79 312,118 330,118
26 342,79 360,78 332,118 352,118
3 368,77 387,77 360,118 380,117
1 389,76 408,76 382,117 403,117
4 410,75 430,75 406,117 427,117
1 432,74 453,73 430,117 452,116
plate 308,67 458,58 286,130 458,130
