10 77,67 93,69 80,100 95,100
30 94,69 109,70 97,100 111,101
26 111,71 124,72 113,101 126,101
2 130,72 142,74 131,101 143,102
0 143,74 154,75 144,102 155,102
6 156,75 167,76 157,102 167,102
8 168,76 178,77 168,102 178,103
plate 74,53 180,67 80,109 180,109
13 197,180 203,179 202,192 208,192
22 204,179 212,178 208,192 216,191
25 212,178 220,177 216,191 224,191
3 225,176 234,175 228,191 238,191
4 235,175 248,173 239,191 251,190
0 249,173 263,171 252,190 265,190
3 264,171 283,168 266,190 284,189
plate 195,176 287,159 202,194 287,194
