28 67,56 79,54 59,81 72,80
17 81,53 94,51 73,80 87,80
19 96,51 111,49 88,80 104,79
7 118,48 137,45 112,79 131,78
1 139,45 160,41 133,78 155,77
4 162,41 187,37 157,77 184,75
1 190,37 220,32 187,75 218,74
plate 69,46 228,16 56,88 227,87
18 193,160 210,163 196,197 213,197
12 212,163 227,165 214,197 229,198
19 229,165 243,167 231,198 245,198
0 249,168 261,170 250,199 261,199
5 262,170 272,172 262,199 273,199
6 274,172 284,173 275,200 284,200
9 285,174 294,175 285,200 294,200
plate 190,144 296,165 196,206 296,207
