32 80,83 99,81 70,124 89,123
26 101,81 121,79 91,123 112,123
25 123,79 144,77 114,123 137,122
5 155,76 179,73 147,122 173,121
0 182,73 208,71 176,121 203,121
5 210,70 238,68 205,121 235,120
9 241,67 272,64 239,120 271,119
plate 82,68 281,44 65,136 281,135
18 174,194 192,193 181,228 199,228
20 194,193 213,192 200,228 219,227
14 215,192 235,190 221,227 240,227
3 244,190 266,188 249,227 270,227
1 268,188 292,187 272,227 294,226
7 294,187 319,185 297,226 320,226
3 321,185 347,183 323,226 348,225
plate 170,180 354,165 181,237 354,237
